test,debit_moyen,debit_median,debit_max,debit_min,ecart_type,cv,q25,q75,nombre_mesures,duree_totale,paquets_totaux
1000,237.68085106382978,0.0,732.0,0.0,339.7418086278948,142.94033663513613,0.0,720.0,188.0,188.0,45308.0
5000,345.85185185185185,0.0,1526.0,0.0,502.20190614047544,145.20723351673632,0.0,974.0,189.0,189.0,66317.0
25000,344.7204301075269,0.0,1482.0,0.0,497.37912812448013,144.28478404060218,0.0,933.5,186.0,186.0,65268.0
