test,debit_moyen,debit_median,debit_max,debit_min,ecart_type,cv,q25,q75,nombre_mesures,duree_totale,paquets_totaux
1000,68.10695187165776,7.0,218.0,0.0,92.55454250607274,135.8958813492117,0.0,196.0,187.0,187.0,12900.0
5000,710.4623655913979,5.0,2729.0,0.0,1024.4034262228315,144.18827454288942,0.0,1956.5,186.0,186.0,133929.0
25000,683.1081081081081,5.0,2595.0,0.0,976.8819847669226,143.00547353660193,0.0,1940.0,185.0,185.0,127887.0
